premise_code,premise,address,premise_type,state,district
1107.0,PASARAYA WELLWARD SDN BHD,"PASARAYA WELLWARD SDN BHD,NO.1 JALAN 2,TAMAN KRISTAL 2,86400 PARIT RAJA JOHOR",Pasar Raya / Supermarket,Johor,Batu Pahat
1111.0,ONE SIX EIGHT RESTAURANT,"8, JALAN KRISTAL 6,TAMAN CRYSTAL,86400 PT. RAJA, BATU PAHAT, JOHOR.",Restoran Cina,Johor,Batu Pahat
1117.0,PASARAYA HYPERMARKET AEON BIG,"NO. 1B JALAN PERSIARAN FLORA UTAMA,TAMAN FLORA UTAMA,83000 BATU PAHAT, JOHOR.",Hypermarket,Johor,Batu Pahat
1121.0,PASARAYA THE STORE (CAWANGAN JALAN RUGAYAH,"PASARAYA THE STORE (CAWANGAN JLN RUGAYAH),NO.89, JALAN RUGAYAH,83000 BATU PAHAT, JOHOR",Pasar Raya / Supermarket,Johor,Batu Pahat
1128.0,MEDAN SELERA PACIFIC,"ARAS 2, BATU PAHAT MALL,JALAN KLUANG,83000 BATU PAHAT, JOHOR.",Medan Selera,Johor,Batu Pahat
1130.0,TF VALUE MART (TG MALIM),"TF VALUE MART SDN. BHD.,PT 11713 JALAN WAWASAN MESRA PERDANA,BANDAR BEHRANG 2020, 35900 TANJUNG MALIM, PERAK",Pasar Raya / Supermarket,Perak,Muallim
1133.0,PASAR AWAM TAPAH,"PASAR AWAM TAPAH,JALAN TEMOH, TAPAH,",Pasar Basah ,Perak,Batang Padang
1134.0,PASAR  AWAM SEGAMAT,"PASAR AWAM SEGAMAT,JLN PASAR,85000 SEGAMAT, JOHOR.",Pasar Basah ,Johor,Segamat
1135.0,PASARAYA NIRWANA TAMAN YAYASAN,"PTD 3189,KM 1, LOT 7286, LEBUHRAYA SEGAMAT-KUANTAN,85000 SEGAMAT, JOHOR.",Pasar Raya / Supermarket,Johor,Segamat
1137.0,PASARAYA ECONSAVE SEGAMAT,"NO. 25-39 JALAN SYED ABDUL KADIR,KAMPUNG ABDULLAH,85000 SEGAMAT JOHOR",Pasar Raya / Supermarket,Johor,Segamat
1139.0,PASAR AWAM LABIS,"PASAR AWAM LABIS,JLN TENANG,85300 LABIS, JOHOR.",Pasar Basah ,Johor,Segamat
1140.0,L&B MINI MARKET,"NO 26&28,JLN IBRAHIM,85300 LABIS, JOHOR.",Pasar Mini,Johor,Segamat
1142.0,PASAR MINI JOO HUAT,"COMPANY NO 53362-MNO 1145 C & D,JALAN SEBERANG PERAK,05400 ALOR STAR, KEDAH",Pasar Mini,Kedah,Kota Setar
1143.0,PASARAYA EKONOMI SCH,"NO 61,62,63,64 & 65,BATU 2 JALAN LANGGAR,05460 ALOR STAR, KEDAH",Pasar Mini,Kedah,Kota Setar
1145.0,KOPITIAM UKIR MALL,"JALAN SEHALA, BANDAR ALOR SETAR,05200 ALOR SETAR,KEDAH,",Medan Selera,Kedah,Kota Setar
1146.0,HO HUAT MINI MARKET,"NO 46, TAMAN JOHAN FASA 2,JALAN KUALA KEDAH,06600 ALOR STAR, KEDAH",Kedai Runcit,Kedah,Kota Setar
1148.0,ENG HENG BEE,"KAMPUNG KEPALA PARIT DALAM,PEKAN SIMPANG 4,06660 ALOR STAR, KEDAH",Pasar Mini,Kedah,Kota Setar
1150.0,MINI MARKET MOHAMAD SHAH ISA,"NO 15,JALAN TAKONG DATOK,33300 GERIK, PERAK",Pasar Mini,Perak,Hulu Perak
1151.0,PASAR BASAH SIMPANG EMPAT (ALOR SETAR),"ALOR STAR,06650 ALOR STAR, KEDAH,",Pasar Basah ,Kedah,Kota Setar
1152.0,TUNAS MANJA ROMPIN SDN.BHD.,"PT 2269 & PT 2270,DEPAN BANDAR BARU,KUALA ROMPIN,PAHANG DARUL MAKMUR.",Pasar Raya / Supermarket,Pahang,Rompin
1156.0,PASARAYA PENDANG,"155 & 156, Jalan Pekan Pendang Baru,06700, Pendang,Kedah,",Pasar Raya / Supermarket,Kedah,Pendang
1157.0,PASARAYA ECONSAVE CASH & CARRY SDN BHD,"NO.24-30,JALAN BAYAN,TAMAN SEMBERONG BARAT,83700 YONG PENG,JOHOR",Pasar Raya / Supermarket,Johor,Batu Pahat
1164.0,PASAR BASAH KUALA KEDAH,"JALAN KUALA KEDAH,06600 KUALA KEDAH, KEDAH,",Pasar Basah ,Kedah,Kota Setar
1165.0,EXCELL THREE SUPER CENTRE,"No. 88C, JALAN PEKAN BESAR, TAMAN BANDAR BAHARU, 06400 Pokok Sena, Kedah,06400 POKOK SENA, KEDAH,",Pasar Raya / Supermarket,Kedah,Pokok Sena
1168.0,PASAR MINI DAN KEDAI UBAT PO AI,"NO 11,JALAN TUN SABAN,33300 GERIK, PERAK",Pasar Mini,Perak,Hulu Perak
1170.0,PASAR BASAH POKOK SENA,"TAMAN BANDAR BARU,06400 POKOK SENA, KEDAH,",Pasar Basah ,Kedah,Pokok Sena
1172.0,AL-HADAD,"NO 85, JALAN BESAR,83700 YONG PENG,JOHOR DARUL TAKZIM",Restoran India Muslim,Johor,Batu Pahat
1188.0,TOM YAM WARISAN SELERA RASA,"MEDAN SELERA JALAN BETONG,33100 PENGKALAN HULU, PERAK.,",Restoran Melayu,Perak,Hulu Perak
1190.0,RESTORAN THAIBAH,"NO. 57, JALAN TUN SABAN,33300 GERIK PERAK,",Restoran India Muslim,Perak,Hulu Perak
1191.0,RESTORAN PERDANA IMPIAN,"LOT 622 NO 1 & 2 BANGUNAN MDG,JALAN KUALA KENDERONG,33300 GERIK, PERAK.",Restoran Melayu,Perak,Hulu Perak
1204.0,PASAR AWAM GERIK,"PASAR AWAM GERIK,JALAN PERSIARAN PASAR,33300 GERIK, PERAK",Pasar Basah ,Perak,Hulu Perak
1209.0,PASAR AWAM LENGGONG,"PASAR BASAH BESAR LENGGONG,33400 LENGGONG,PERAK.",Pasar Basah ,Perak,Hulu Perak
1211.0,PASAR AWAM PENGKALAN HULU,"PASAR AWAM PENGKALAN HULU,33100 PENGKALAN HULU,PERAK DARUL RIDZUAN.",Pasar Basah ,Perak,Hulu Perak
1212.0,PASAR BASAH PENDANG,"PENDANG,06700 PENDANG, KEDAH,",Pasar Basah ,Kedah,Pendang
1227.0,PASAR BASAH TANAH MERAH,"PASAR AWAM,BANDAR BARU TANAH MERAH,06700 KEDAH DARUL AMAN",Pasar Basah ,Kedah,Pendang
1231.0,HOCK HUP HIN,"NO 28,PEKAN MELAYU PENDANG,06700 PENDANG KEDAH",Kedai Runcit,Kedah,Pendang
1233.0,SHAMLI BISTRO,"WISMA SHAMSUL ALI,JALAN RAJA,35000 TAPAH, PERAK.",Restoran Melayu,Perak,Batang Padang
1234.0,RESTORAN DFH BALDWIN,"NO 40, JALAN BALDWIN 2,PUSAT PERNIAGAAN BALDWIN, 35000 TAPAH.,",Restoran Cina,Perak,Batang Padang
1235.0,RESTORAN NANG HING,"24 JALAN STESEN,35000 TAPAH.,",Restoran Cina,Perak,Batang Padang
1237.0,RESTORAN MAAHI NOORA,"97, JLN TAKONG DATUK,33300 GERIK, PERAK.,",Restoran India Muslim,Perak,Hulu Perak
1259.0,ECONSAVE PARIT BUNTAR,"LOT PT 140, JALAN PERUSAHAAN 1,KAWASAN PERINDUSTRIAN SIMPANG LIMA,34200 PARIT BUNTAR, PERAK DARUL RIDZUAN",Pasar Raya / Supermarket,Perak,Kerian
1262.0,TUNAS MANJA SUPERMARKET (TG. GEMOK) SDN. BHD.,"SH1-SH27, TAMAN TANJUNG GEMOK,TANJUNG GEMOK,KUALA ROMPIN",Pasar Raya / Supermarket,Pahang,Rompin
1263.0,BILLION PARIT BUNTAR,"NO 2, PERSIARAN SHAHBANDAR,TAMAN KERIAN TAMBAHAN 6,34200 PARIT BUNTAR, PERAK DARUL RIDZUAN",Pasar Raya / Supermarket,Perak,Kerian
1267.0,PASAR AWAM BAGAN SERAI,"JALAN RAJA SYED TAUPHY,KAMPUNG ALOR SENGGUT,BAGAN SERAI, PERAK",Pasar Basah ,Perak,Kerian
1282.0,PASAR MINI KUALA KURAU,"NO 1 & 2JALAN BESAR,34350 KUALA KURAU,PERAK DARUL RIDZUAN",Pasar Mini,Perak,Kerian
1283.0,CHOP LEONG KEE,"NO.31A,JALAN TEMENGGONG SIBAT,96800 KAPIT.",Kedai Runcit,Sarawak,Kapit
1284.0,PASAR AWAM PARIT BUNTAR,"NO. 51,JALAN MAHARAJA,34200 PARIT BUNTAR",Pasar Basah ,Perak,Kerian
1285.0,SING SING SHOPPING CENTRE CO.,"NO.82,JALAN PENGHULU GERINANG,96800 KAPIT,SARAWAK.",Kedai Runcit,Sarawak,Kapit
1288.0,KIONG SENG GENERAL STORE,"NO.3,JALAN TEMENGGONG KOH,96800 KAPIT,SARAWAK.",Kedai Runcit,Sarawak,Kapit
1291.0,BORNEO & CO.,"LOT 1817 & 1818,JLN. KAPIT BY PASS,",Pasar Mini,Sarawak,Kapit
1293.0,SJG CONVENIENCE MART SDN. BHD,"SHELL KAPIT FILLING STATION,JALAN TEMENGGONG KOH,PETI SURAT 5,96807 KAPIT,SARAWAK.",Kedai Runcit,Sarawak,Kapit
1295.0,CHOP SING HUNG,"NO.24,TAMAN IXORA, JALAN SELIRIK,96800 KAPIT,SARAWAK.",Kedai Runcit,Sarawak,Kapit
1299.0,PASAR BASAH KAPIT (MARKET TERESANG),"JALAN PENGHULU GERINANG,KAPIT,SARAWAK",Pasar Basah ,Sarawak,Kapit
1300.0,CCK FRESHMART SDN. BHD,"JALAN TIONG UNG HONG,KAPIT,SARAWAK.",Pasar Basah ,Sarawak,Kapit
1301.0,WONG HUANG YONG,"NO.57,JALAN UNG HONG,96800 KAPIT,SARAWAK.",Kedai Runcit,Sarawak,Kapit
1302.0,SYKT SIANG TRD CO.,"NO.8,BELAGA BAZAAR,96900 BELAGA,SARAWAK.",Kedai Runcit,Sarawak,Belaga
1303.0,SIN HOCK CHAI SDN BHD,"NO.11 & 12,JALAN TEO TUA KHENG,96900 BELAGA,SARAWAK.",Kedai Runcit,Sarawak,Belaga
1310.0,CHOP GOOD-NESS,"NO.25,SONG BAZAAR,96850 SONG,SARAWAK.",Kedai Runcit,Sarawak,Song
1313.0,CHOP LING HAP SING,"NO.6.,SONG BAZAAR,96850 SONG,SARAWAK.",Kedai Runcit,Sarawak,Song
1316.0,SOON GEE HUAT,"NO.42,KAPIT BAZAAR,96800 KAPIT,SARAWAK.",Kedai Runcit,Sarawak,Kapit
1324.0,PASAR AWAM BANDAR TENGGARA,"PASAR AWAM BANDAR TENGGARA,81000 KULAI,JOHOR",Pasar Basah ,Johor,Kota Tinggi
1325.0,"OREN SUPERSTORE, BDR TENGGARA","NO. 136-141, JALAN ANGGERIK 2/3,TAMAN ANGGERIK TENGGARA,BANDAR TENGGARA,81440 KULAI, JOHOR.",Pasar Raya / Supermarket,Johor,Kota Tinggi
1326.0,PASAR MINI HIN SENG,"187-188 JALAN KUALA KURAU,34300 BAGAN SERAI,PERAK DARUL RIDZUAN",Pasar Mini,Perak,Kerian
1327.0,HENTIAN TENGGARA,"JALAN TUN ALI,BANDAR TENGGARA,81000 KULAI, JOHOR",Foodcourt,Johor,Kota Tinggi
1330.0,RESTORAN EMPAYAR BIRIN,"NO. 38 JALAN ANGGERIK 2/1,TAMAN ANGGERIK TENGGARA,BANDAR TENGGARA,81000 KULAI, JOHOR.",Restoran Melayu,Johor,Kota Tinggi
1344.0,RESTORAN ZUBEDAH CORNER,"NO. 38, JALAN EMAS 1,TAMAN TENANG JAYA,85030 TENANG, SEGAMAT, JOHOR.",Restoran India Muslim,Johor,Segamat
1361.0,PASARAYA BILLION,"NO 27, JLN ROSE,BANDAR SEBERANG,85000 SEGAMAT, JOHOR.",Pasar Raya / Supermarket,Johor,Segamat
1390.0,PASAR MINI CHO CHIN,"NO 37-38,SIMPANG EMPAT,34400 SEMANGGOL, PERAK",Pasar Mini,Perak,Kerian
1406.0,LIM KIM LI,"LADANG KAMPUNG KUANTAN,PAHI,",Kedai Runcit,Kelantan,Kuala Krai
1407.0,PASARAYA ECONJAYA (KOK LANAS),"LOT 402-411,JALAN KUALA KRAI, KOK LANAS,KOTA BHARU",Pasar Raya / Supermarket,Kelantan,Kota Bharu
1409.0,NIK MANSOR,"RPT BATU MENGKEBANG,BATU MENGKEBANG,",Kedai Runcit,Kelantan,Kuala Krai
1440.0,YZ NIAGA.,"NO. 577, PASIR MAS, KELANTAN.,JALAN MASJID TO' UBAN,",Kedai Runcit,Kelantan,Pasir Mas
1446.0,TASNIM TRADING,"LOT 24, KG.BATU MELINTANG,JELI, KELANTAN,",Kedai Runcit,Kelantan,Jeli
1447.0,NIK JAYA TRADING K.R,"KAMPUNG GUNUNG,BATU MELINTANG, JELI, KELANTAN.,",Kedai Runcit,Kelantan,Jeli
1449.0,ZANITA MOHD NOOR,"LOT 126 JALAN BESAR KG GEMANG,AYER LANASJELI, KELANTAN,",Kedai Runcit,Kelantan,Jeli
1450.0,AMIDI ENTERPRISE,"KG.GEMANG,AYER LANAS JELI.,",Kedai Runcit,Kelantan,Jeli
1452.0,AZW JAYA ENTERPRISE,"LOT 1169, BANDAR BARU JELI,BANDAR BARU JELI JALAN JELI-DABONG, JELI.,JALAN JELI-DABONG, JELI.",Kedai Runcit,Kelantan,Jeli
1455.0,MAS MANIS JAKAR,"LOT 1463, PASIR MAS, KELANTAN,NO.C KG JAKAR,POHON TANJUNG,",Kedai Runcit,Kelantan,Pasir Mas
1465.0,GERAI MAKAN ROHAIZAN,"KG. BERDANG,JELI, KELANTAN.,",Restoran Melayu,Kelantan,Jeli
1511.0,PASAR MINI BUDI,"NO. 24,KG. BUDI,",Pasar Mini,Kelantan,Bachok
1515.0,RESTORAN TANJUNG 3,"GUCHIL LUAR,KUALA KRAI, KELANTAN.,",Restoran Melayu,Kelantan,Kuala Krai
1517.0,PASAR BASAH KETEREH,"PASAR BASAH KETEREH,KETEREH,",Pasar Basah ,Kelantan,Kota Bharu
1522.0,WARISAN KHATIJAH MINI MARKET,"A-47, TAMAN JAYA 1,KETEREH, KOTA BHARU,",Kedai Runcit,Kelantan,Kota Bharu
1527.0,FAMILY STORE (MASJID TANAH),"SU3054-A,JALAN MASJID TANAH RIA UTAMA, TAMAN MASJID TANAH RIA,78300 MASJID TANAH MELAKA",Pasar Raya / Supermarket,Melaka,Alor Gajah
1532.0,NORDIN SATAY,"KEDAI MAKAN 4,KEDAI PATI DEPAN JKR,KUALA KRAI, KELANTAN.",Restoran Melayu,Kelantan,Kuala Krai
1572.0,PASAR SEGAR LABOK,"BATU 22 (1/2),LABOK,MACHANG",Pasar Basah ,Kelantan,Machang
1576.0,KEDAI TUKAR NORAINI ISMAIL,"KG PANGKAL MELERET,MACHANG,",Kedai Runcit,Kelantan,Machang
1584.0,KEDAI RUNCIT KUSIAH (ROZIE),"NO 4-5, KEDAI LABOK,MACHANG,",Kedai Runcit,Kelantan,Machang
1588.0,WK MINI MARKET,"862,JALAN HILIR PASAR,",Pasar Mini,Kelantan,Tumpat
1597.0,SURIANI BINTI IBRAHIM,"NO 1, LOT 854,BATU 23,MACHANG",Kedai Runcit,Kelantan,Machang
1605.0,PASAR BESAR PULAI CHONDONG,"PASAR BESAR PULAI CHONDONG,PULAI CHONDONG,",Pasar Basah ,Kelantan,Machang
1607.0,WANESA MINI MARKET,"150-151, KEDAI PULAI CHONDONG,PULAI CHONDONG,",Pasar Mini,Kelantan,Machang
1609.0,SRI GADING MINI MARKET,"274,KEDAI PULAI CHONDONG,PULAI CHONDONG",Pasar Mini,Kelantan,Machang
1610.0,MBH JAYA ENTERPRISE,"274 KEDAI PULAI CHONDONG,PULAI CHONDONG,",Kedai Runcit,Kelantan,Machang
1612.0,NOOR'AINI MAMAT,"KG BAGAN ATAS,PULAI CHONDONG,",Kedai Runcit,Kelantan,Machang
1614.0,GZ OPTION ENTERPRISE,"NO 5, LOT 1908 KAMPUNG GAUNG,CHABANG 4 TENDONG,PASIR MAS, KELANTAN.",Restoran Melayu,Kelantan,Pasir Mas
1620.0,WARUNG KURNIA IBU,"JALAN PASIR PEKAN,PASIR MAS, KELANTAN.,",Restoran Melayu,Kelantan,Pasir Mas
1621.0,KEDAI MAKAN IBRAHIM,"D/A DEPAN PEJABAT MARA,PASIR MAS, KELANTAN.,",Restoran Melayu,Kelantan,Pasir Mas
1634.0,PASAR BESAR GUA MUSANG,"DALAM PASAR BESAR GUA MUSANG,BANDAR BARU GUA MUSANG,",Pasar Basah ,Kelantan,Gua Musang
1644.0,KEDAI RUNCIT RUSIAH,"NO 78 KEDAI BATU 30,MACHANG,",Kedai Runcit,Kelantan,Machang
1648.0,JASA CKF ENTERPRISE,"KAMPUNG PADANG,TEMANGAN,",Kedai Runcit,Kelantan,Machang
1649.0,SYARIKAT PERNIAGAAN MESRA (SPM),"LOT PT 93 & 94,JALAN BAKAT,MACHANG",Pasar Mini,Kelantan,Machang
1652.0,PASAR BASAH PENGKALAN CHEPA,"NO 107,PASAR BASAH PENGKALAN CHEPA,JALAN PENGKALAN CHEPA,KOTA BHARU",Pasar Basah ,Kelantan,Kota Bharu
1660.0,HOME-U SDN BHD,"LOT 558,DEPAN PEJABAT POS,",Kedai Runcit,Kelantan,Tumpat
1665.0,LYNIE JAYA ENTERPRISE,"LOT 1832, CABANG TIGA PAUH LIMA,JLN BUKIT MARAK,",Kedai Runcit,Kelantan,Kota Bharu
1692.0,SUKARAMAI RESTORAN,"NO 39.,JALAN DATO HASYIM,MACHANG,KELANTAN.",Restoran Melayu,Kelantan,Machang
1713.0,PASAR AWAM TELUK INTAN,"JALAN WONG SAIK HONG,36000 TELUK INTAN,PERAK",Pasar Basah ,Perak,Hilir Perak
1714.0,PASAR AWAM LANGKAP,"JALAN BESAR LANGKAP,36700 TELUK INTAN,PERAK DARUL RIDZUAN",Pasar Basah ,Perak,Hilir Perak
1718.0,THE STORE TELUK INTAN,"TELUK INTAN BRANCH,775, JALAN AH CHEONG,36000 TELUK INTAN, PERAK DARUL RIDZUAN",Pasar Raya / Supermarket,Perak,Hilir Perak
1719.0,KUDAT CURRY HOUSE,"KUDAT CURRY HOUSE,LOT 10, KUDAT SHOPPING CENTRE,89058 KUDAT, SABAH.,",Restoran India Muslim,Sabah,Kudat
1726.0,KEDAI RUNCIT KOOI,"NO.36,TAMAN SRI INTAN,02600 ARAU,PERLIS.",Kedai Runcit,Perlis,Arau
1728.0,PASAR MINI OMIYA,"13C&14C,JALAN SYED HUSSIN,02600 ARAU,PERLIS.",Kedai Runcit,Perlis,Arau
1730.0,PERNIAGAAN WENG-LEE,"NO.17, 19 & 21,JALAN PADANG SIDING,02600 ARAU,PERLIS",Kedai Runcit,Perlis,Arau
1734.0,PASAR BASAH BINTANGOR,"1 LORONG MAJU,PASAR BINTANGOR,SARAWAK",Pasar Basah ,Sarawak,Meradong
1736.0,ISA KEDAI RUNCIT,"LOT 8261,KAMPUNG GUNUNG, JELI,",Kedai Runcit,Kelantan,Jeli
1737.0,LOTUSS STORE TAIPING,"LOT 38,JLN ISTANA LARUT,TAIPING,PERAK",Hypermarket,Perak,"Larut, Matang & Selama"
1738.0,KEDAI YONG,"NO.43,PEKAN PAUH,02600 ARAU,PERLIS.",Kedai Runcit,Perlis,Arau
1739.0,WELCOME MINI MARKET,"LOT 1584 G/F,JALAN KELUPU,PASAR BINTANGOR",Pasar Mini,Sarawak,Meradong
1742.0,WAN SURIATI,"NO.34,TAMAN SRI INTAN,02600 ARAU,PERLIS.",Kedai Runcit,Perlis,Arau
1749.0,DINMA TRADING,"NO 75,JALAN JEJAWI SEMATANG,TAMAN MUHIBBAH, FASA 2, JEJAWI,02600 ARAU, PERLIS.",Kedai Runcit,Perlis,Arau
1752.0,LEAN ENG TRADING,"LOT 161, 162 & 163,TAMAN UTARA,JEJAWI PERMATANG,02600 ARAU,PERLIS.",Pasar Mini,Perlis,Arau
1756.0,THE STORE KAMUNTING,"THE STORE (MALAYSIA) SDN BHD BRANCH TAIPING (KAMUNTING),PT 13952, JALAN MEDAN SAUJANA,34600 KAMUNTING",Pasar Raya / Supermarket,Perak,"Larut, Matang & Selama"
1758.0,MANAK ENTERPRISE,"NO 1B & 1C,TAMAN UTARA FASA II, JALAN ARAU-KODIANG, GUAR SANJI,02600 ARAU,PERLIS.",Kedai Runcit,Perlis,Arau
1761.0,CHOP WONG POH LEONG,"NO. 3 PASAR JULAU,PEKAN JULAU,JULAU",Kedai Runcit,Sarawak,Julau
1763.0,PASAR MINI SIN WAI HUAT SDN BHD,"NO 99, JLN SIMPANG,34700 SIMPANG,JLN SIMPANG,",Pasar Mini,Perak,"Larut, Matang & Selama"
1766.0,PASARAYA THE STORE (MALAYSIA),"KOMPLEKS KAYANGAN SQUARE,JALAN PENJARA,01000 KANGAR,PERLIS",Pasar Raya / Supermarket,Perlis,Kangar
1769.0,PASARAYA EKONOMI A-WANG,"DEWAN MPK SIMPANG EMPAT,02700 SIMPANG EMPAT,PERLIS.,",Pasar Raya / Supermarket,Perlis,Arau
1770.0,YONHIN (PS) SDN BHD,"NO 1,JALAN RAJA SYED ALWI,01000 KANGAR,PERLIS",Kedai Runcit,Perlis,Kangar
1771.0,PASARAYA AMBAR SEJATI,"NO.14-16,LORONG AMAN,02700 SIMPANG EMPAT,PERLIS.",Pasar Raya / Supermarket,Perlis,Arau
1773.0,PASARAYA AMS MUTIARA,"NO 34-36,TAMAN SENA INDAH,JALAN SIMPANG TIGA,01000 KANGAR,PERLIS",Pasar Mini,Perlis,Kangar
1775.0,PASAR AWAM BATU KURAU,"JLN BESAR,34500 BATU KURAU,PERAK,",Pasar Basah ,Perak,"Larut, Matang & Selama"
1779.0,PASAR BESAR ARAU,"02600 ARAU,PERLIS,",Pasar Basah ,Perlis,Arau
1780.0,MAHZAN BIN ROMLAN,"NO.5,KAMPUNG BATU BERTANGKUP,MUKIM CHUPING KANGAR,02500 KANGAR, PERLIS",Kedai Runcit,Perlis,Padang Besar
1782.0,BAYU RINDU ENTERPRISE,"120- A,KAMPUNG BATU BERTANGKUP, JALAN KILANG GULA,02500 CHUPING, PERLIS",Kedai Runcit,Perlis,Padang Besar
1783.0,PASAR AWAM MATANG,"PASAR AWAM MATANG 34750 MATANG,PERAK,PASAR AWAM MATANG3 4750 MATANG,PERAK,",Pasar Basah ,Perak,"Larut, Matang & Selama"
1789.0,PASAR BASAH AWAM SENA,"JALAN KAMPUNG BAKAU - PADANG BEHOR,01000 KANGAR, PERLIS,",Pasar Basah ,Perlis,Kangar
1793.0,RESTORAN DE CHINTA AYU ENTERPRISE (JULIANA),"NO 8,JALAN SERI SENA, TAMAN SERI SENA,01000 KANGAR, PERLIS.",Restoran Melayu,Perlis,Kangar
1795.0,RESTORAN ABDUL ALIM,"53 LORONG SERULING,JALAN RAJA SYED ALWI,01000 KANGARPERLIS",Restoran India Muslim,Perlis,Kangar
1799.0,YI ANN TRADING,"NO 1510,TAMAN BESERI INDAH, JALAN KAKI BUKIT,BESERI, 02400 KANGAR, PERLIS",Kedai Runcit,Perlis,Padang Besar
1803.0,PASAR BESAR SIMPANG EMPAT,"JALAN SUNGAI BARU,PEKAN SIMPANG EMPAT,02700 SIMPANG EMPAT,PERLIS.,",Pasar Basah ,Perlis,Arau
1806.0,PASAR MINI RAR,"NO. 38,LORONG 3,GAPURA SQUARE,02100 PADANG BESAR (U),PERLIS",Pasar Mini,Perlis,Padang Besar
1811.0,PERNIAGAAN SIM KHEONG,"NO 87,PASAR BARU, JALAN KAKI BUKIT,02200 KAKI BUKIT, PERLIS",Kedai Runcit,Perlis,Padang Besar
1813.0,GIAP HONG CHAN TRADING,"NO. 12,JALAN MURAI BATU, FASA 2, TAMAN KIM,PADANG BESAR, 02100 PERLIS",Kedai Runcit,Perlis,Padang Besar
1814.0,SUPER G- MART MINI MARKET,"8-A,KAMPUNG BARU,02100 PADANG BESAR,PERLIS",Pasar Mini,Perlis,Padang Besar
1815.0,PASAR UMUM BANDAR SANDAKAN,"PASAR UMUM BANDAR SANDAKAN,Sandakan,Sandakan",Pasar Basah ,Sabah,Sandakan
1817.0,KEDAI MAKANAN & MINUMAN LEONG,"NO 30,PEKAN LAMA, PADANG BESAR,02100, PERLIS",Restoran Cina,Perlis,Padang Besar
1820.0,RESTORAN TOK MEK,"KM. 17,JALAN KAKI BUKIT, KAMPUNG PADANG MALAU,01000 KANGAR, PERLIS.",Restoran Melayu,Perlis,Padang Besar
1826.0,PASAR AWAM (SG SIPUT),"PASAR AWAM SUNGAI SIPUT,JALAN BESAR,31100 SUNGAI SIPUT, PERAK",Pasar Basah ,Perak,Kuala Kangsar
1844.0,"PASAR SUNGAI RAJANG, SARIKEI","TERMAINAL 1 BANDAR SARIKEI,BANDAR SARIKEI,SARIKEI",Pasar Basah ,Sarawak,Sarikei
1847.0,SYARIKAT SABANAH,"LOT 32A, BLOK G,TINGKAT BAWAH, OLD SLIPWAY SANDAKAN, PETI SURAT 1432,90715 SANDAKAN, SABAH.",Kedai Runcit,Sabah,Sandakan
1849.0,SINGGAH E-RUP SUP,"LOT 3451,KG KEPAS,MACHANG, KELANTAN.",Restoran Melayu,Kelantan,Machang
1854.0,RESTORAN SIANG-SIANG PANMIAN,"BANDAR KIM FUNG,BATU 4, SANDAKAN,",Restoran Cina,Sabah,Sandakan
1857.0,RESTORAN ZAKARIA,"LOT 12 BLOCK 7, GROUND FLOOR,BANDAR SANDAKAN,90000 SANDAKAN.,",Restoran India Muslim,Sabah,Sandakan
1863.0,MARKET MAJLIS DAERAH SARATOK,"95400, SARATOK,SARAWAK,",Pasar Basah ,Sarawak,Saratok
1865.0,RESTORAN KAK NAB SATAY,"NO 21, TINGKAT 1,JALAN BANDAR BARU 2, PEKAN TANAH MERAH,06700 PENDANG, KEDAH.",Restoran Melayu,Kedah,Kota Setar
1869.0,GUI BROTHERS,"BLOCK B, LOT NO 1,2,3,4,5 & 6,YICK MING COMMERCIAL CENTRE KOTA BELUD,P.O BOX 52, 89157 KOTA BELUD",Pasar Raya / Supermarket,Sabah,Kota Belud
1872.0,GHULAM SUPERSTORE,"NO. 20, JLN DATU MARDAN, POST BOX NO.2, 89157 KOTA BELUD,",Pasar Mini,Sabah,Kota Belud
1900.0,RESTORAN OMAK DEN,"JALAN PERHENTIAN BAS,78300 MASJID TANAH MELAKA,",Restoran Melayu,Melaka,Alor Gajah
1902.0,MEDAN SELERA PERHENTIAN BAS MASJID TANAH,"PERHENTIAN BAS KERETA SEWA (TEKSI),BANDAR MASJID TANAH,78300 MASJID TANAH, MELAKA",Medan Selera,Melaka,Alor Gajah
1941.0,TOH CHUAN SOON,"NO.23,SONG BAZAAR,96850 SONG, SARAWAK.",Kedai Runcit,Sarawak,Song
1942.0,LIM GUAN HUAT,"NO.4,SONG BAZAAR,96850 SONG, SARAWAK.",Kedai Runcit,Sarawak,Song
1959.0,PASAR BESAR SUNGAI ARA,"TINGKAT SUNGAI ARA 1,SUNGAI ARA,11900 BAYAN LEPAS, PULAU PINANG.",Pasar Basah ,Pulau Pinang,Barat Daya
1960.0,PASAR JELUTONG,"JALAN JELUTONG,GEORGETOWN,",Pasar Basah ,Pulau Pinang,Timur Laut
1961.0,PASAR FETTES PARK,"JALAN MOUNT ERSKINE,GEORGETOWN,",Pasar Basah ,Pulau Pinang,Timur Laut
1962.0,SUNSHINE SQUARE,"SUNSHINE WHOLESALE MART SDN. BHD.,SUNSHINE SQUARE, JALAN MAYANG PASIR,11950 BAYAN BARUPULAU PINANG.",Pasar Raya / Supermarket,Pulau Pinang,Barat Daya
1972.0,KOMPLEKS PASAR BESAR BAYAN BARU,"JALAN MAYANG PASIR,11950 BAYAN BARU,PULAU PINANG",Pasar Basah ,Pulau Pinang,Barat Daya
